Cloud_Top_Height,Cloud_Base_Height,Optical_Thickness,Rainfall,Humidity,Temperature,Pressure,cloud_burst,source_type
14102.922471479013,4478.254022286159,81.45878813596623,113.86,98.45670655406816,2.46,831.9760323050034,1,actual_based
16280.34992108518,3282.266451527921,100.75471782971972,145.7543533531022,96.2158618074713,5.351109047190709,806.4398290720206,1,actual_based
14610.191174223894,3540.533728088604,79.7129161313127,113.86,100.34231946313992,2.46,832.2758500315546,1,actual_based
14442.462510259598,5226.559822580909,68.03728917334777,136.02096090520837,98.15591494816158,5.7759767930730135,847.0440259737153,1,actual_based
15792.328642721362,2259.1562810693163,65.79143320182419,113.86,100.16324537878008,4.246368384139117,847.358308252719,1,actual_based
17803.925243084486,4496.3567552804825,98.99473583360296,186.89770395327943,94.38651037045356,2.46,823.1049063742954,1,actual_based
16051.91461517815,2872.5228020210625,75.63890851985015,113.86,100.62747485201828,2.46,847.5883122656461,1,actual_based
15590.01737485932,5136.319549732227,89.9821653486701,174.41533615667603,101.61558640064932,5.974559958796084,829.3888323488708,1,actual_based
15818.14801189647,4460.566356133122,86.87189148858153,113.86,97.0018172749468,3.858808979600529,830.3734707523689,1,actual_based
14724.474360456115,2838.4666173344035,87.00205963354954,113.86,98.93326229830058,2.46,818.5242838815277,1,actual_based
15603.90032485868,4923.5587345623335,104.0,113.86,101.67697726047572,6.715615917634564,802.9839795367558,1,actual_based
15705.331755251293,2481.3233045109764,101.9671049962919,157.5709470348101,99.3616446478852,2.46,820.9765655784234,1,actual_based
18435.432121325583,5139.88590983402,97.50496917586958,113.86,101.07218176834093,2.46,857.4849203566122,1,actual_based
15626.99849079634,2830.3718062388,104.0,151.74721152401358,99.70350319464012,2.46,801.1375684509645,1,actual_based
16884.519423131795,3759.229825868172,67.42825895771259,113.86,96.78121647541856,5.136020644572687,855.2345492671659,1,actual_based
18818.099885446263,5383.291866652844,104.0,194.85352014539797,97.12760283335504,2.46,843.5085204486935,1,actual_based
14700.42007618262,5465.188475364921,104.0,194.21045917252337,102.0,4.390224815803023,830.7738430736283,1,actual_based
16556.71199430469,5196.3419339476495,94.5984033319413,175.2653793144146,98.41334735961256,6.64601381251583,831.4301872745027,1,actual_based
15432.706260641422,3899.2562214765194,82.78953974623015,113.86,94.93221324651188,2.9950683943280154,824.0090964490096,1,actual_based
17630.456668613308,4231.004655243723,100.45801371490911,147.4035519286223,102.0,2.8856530002132432,871.0853439580134,1,actual_based
17196.906658824482,1100.2914777975143,104.0,168.3017549844213,99.98390519182446,25.68454276672973,971.6438227212408,1,actual_based
16966.46350046733,917.4009927812018,100.60922017624908,311.3508456297792,94.28782411638,33.53114739325554,1026.67,1,actual_based
15282.27498960172,995.5213124977156,102.25751875219694,319.4157245950532,102.0,28.17552670692053,990.1243877192632,1,actual_based
18844.762255295656,1263.3231653609291,104.0,355.6040839526629,97.06054553829792,31.841622285032397,981.7743103909936,1,actual_based
18002.459006563433,1012.9274525356674,84.06330251328764,429.4559383734298,96.74394240210717,29.08604173582741,964.2574785683722,1,actual_based
16280.198404122448,1791.7489593292898,104.0,201.95159391634684,95.03643952721968,26.681446373577167,1003.273352099352,1,actual_based
15364.82441219476,1747.5417713534648,88.92919822972077,284.1958605546959,91.41001859235944,31.61476876533572,999.2669582380778,1,actual_based
15336.42722445999,921.3472113473484,99.95125343893368,219.20106776819367,96.84152402442628,30.41143915412877,1013.9470197024996,1,actual_based
15444.789929224606,1887.6252621136832,104.0,583.9431269473622,99.08033409874452,26.00731767008673,929.0731016256964,1,actual_based
15894.38335407781,1842.3189538273523,104.0,573.6333226399852,90.66317008258376,30.31258930439212,958.8965771620564,1,actual_based
16109.52473192453,1544.159117361844,104.0,353.9981006895232,100.44826337073144,31.6012346452402,977.2267016092622,1,actual_based
18730.913933416054,1301.8916435487426,104.0,453.5936873249785,97.2258890495884,29.087429376415905,1016.9164656357408,1,actual_based
17064.50504565039,3188.8614653866225,104.0,520.0502195716857,92.296118544006,20.6432061960528,977.2842833977786,1,actual_based
17081.230803615173,1605.8878347113596,104.0,424.77681870478295,92.51632076325286,29.606475429925613,972.4033891142268,1,actual_based
16402.35023522639,817.4535988014583,70.9358789793062,215.3172555096439,97.63347550544034,32.46713552165344,969.1587418307038,1,actual_based
13735.367404645189,3383.897434412577,104.0,328.9041771510029,97.94464213019025,21.48740251560877,988.2675139265984,1,actual_based
18587.153639624048,1214.8007399886358,104.0,431.38476963437006,94.77408903573463,27.63126608034564,952.4687023788222,1,actual_based
17013.669083419427,1237.1238332576904,94.8331525944204,209.52845356286,90.69773339230242,26.32292352029843,975.2116794021676,1,actual_based
16850.138864532593,1242.6963674837268,104.0,237.1694277081926,91.31583794262912,26.35816049098744,1026.67,1,actual_based
15080.284791110906,1252.7409957255472,96.89249866929488,387.7790706195401,92.56848245906234,28.23844735545261,957.3864529053232,1,actual_based
15158.297731148396,2914.510790623959,81.18277471171845,113.86,91.99011223901792,12.37807764154471,919.3582350873096,1,actual_based
14229.78864192254,1551.5760201239636,79.43523675143707,113.86,90.91573148171906,17.823853734181426,854.0376658153986,1,actual_based
13854.43793695033,1793.1765022033617,91.12272094055076,113.86,91.7452735025125,16.170759806949427,865.9331096189936,1,actual_based
13574.184123696015,1757.5423845546843,96.69270453535624,113.86,92.83927204936012,12.714795252816542,800.69,1,actual_based
15357.880942750791,2569.9691033980416,58.72459346624021,113.86,94.28075328390608,13.194093963310848,887.658227620711,1,actual_based
13821.328989654963,1576.4086685911204,98.364712591596,113.86,90.21645184182724,19.740402285225606,874.7082129615161,1,actual_based
14161.063475734089,2356.256897212702,79.26389876572445,113.86,85.30901027712233,12.970760938547883,886.2898260167916,1,actual_based
16100.363779642568,3026.2579353216806,86.47507731210673,113.86,89.37557985876589,15.860823783672894,849.9906781708112,1,actual_based
13553.158684776035,3088.8918007456296,102.55775399550429,113.86,93.20610344014077,19.52931393737887,851.3118316556761,1,actual_based
13907.98858400713,1995.1007850590147,97.38464600705576,113.86,87.10334576171445,17.920672342560373,867.024108022955,1,actual_based
15881.441800834064,1550.839798702801,63.23486992974761,113.86,93.77082385718536,20.34649085560824,865.4215259245734,1,actual_based
13273.808194110155,2117.7062189012995,81.87997534150203,113.86,99.61607330521248,17.343219802849358,873.0988166776948,1,actual_based
15491.838863697398,1605.6900689643137,98.52877501804144,113.86,91.21779450532456,10.49170494710819,831.8645248063278,1,actual_based
15510.975051656213,3492.810779245679,84.9244995505707,113.86,89.60266828752421,16.550007925944367,855.8866085487576,1,actual_based
15003.81530437663,2213.7543179579247,64.09765990610713,113.86,88.67868663619994,22.709780519071003,894.7145567260072,1,actual_based
16579.861144236987,1559.150973942238,86.29652770115561,113.86,90.914327086301,16.58329428279498,858.2602544271747,1,actual_based
17151.099322834958,3168.101876644457,104.0,113.86,91.31235184533922,13.947955416363635,880.3465977030901,1,actual_based
15951.47471257404,2073.292538784714,64.7257398451523,113.86,88.27549630715264,20.29406080278816,839.5923647736289,1,actual_based
14343.38679692473,1251.67940913627,104.0,113.86,91.90712524809028,17.915468070518205,851.6071231778358,1,actual_based
16257.101941759322,2474.6094057863247,89.04228359117826,113.86,87.11122104207102,15.302452266762156,873.7965913827376,1,actual_based
14226.745548406603,2587.2498517726926,57.68941487036544,113.86,80.89083577154666,23.150841861450317,861.2996728425791,1,actual_based
13155.915675306424,1694.3628707587404,61.34944723673387,113.86,88.28596242084316,16.73927884627394,874.4759199137242,1,actual_based
14232.010166195534,2200.102878788616,88.64978735616866,113.86,86.99544318287165,22.539536256184174,919.3756838407696,0,actual_based
18491.783343505635,1450.2811368540297,93.16493539404684,113.86,84.04195633258779,25.43240560784925,864.3438695247831,1,actual_based
17721.332445567168,3433.433963880346,99.083765825613,113.86,88.401542962738,24.455454203915615,881.1659932879271,1,actual_based
13326.781703994711,2866.9635745161518,51.36494835519438,113.86,84.87254537731859,23.503100030552037,901.948170730954,1,actual_based
15399.378101519544,2124.441101301257,95.91216079129283,113.86,88.14105163937124,24.140198770616337,900.5792737647864,1,actual_based
13210.465948181807,1737.297827414793,63.50829818807445,113.86,84.98165232074952,24.380973825941066,843.7272010542953,1,actual_based
15922.679246871036,1415.2262132198102,76.9031200916656,113.86,86.00830925936,28.92916826621856,899.1775728595909,1,actual_based
16480.10309026896,2943.94849411941,79.02899627237181,113.86,86.8798021948703,21.49565531312412,840.6607448246968,1,actual_based
13434.933799557051,2466.9719524010206,55.774910273199765,113.86,89.75140112846887,20.912394924701918,883.5874775697336,1,actual_based
17123.404829625746,2562.537904716891,63.67355170602262,113.86,77.55757351371975,21.97516577634985,848.2444189464122,1,actual_based
16093.05689107592,2764.323775048691,75.8756367319279,113.86,90.14502104140342,23.21685277942113,882.5604158046757,1,actual_based
16084.634591878712,1860.1877063022996,85.93757688997218,113.86,87.322859057292,23.484866552684576,870.0853687794603,1,actual_based
13512.548639953397,3343.6646426730404,87.16918605177501,113.86,88.14386215084932,23.61406706439053,900.2245486026617,1,actual_based
17867.444845886985,3204.534654150465,74.2180846669775,113.86,86.55960439691245,22.523917808103484,873.1950674341696,1,actual_based
13411.905228079211,1707.770109414149,98.90417974037295,113.86,87.46677903553778,18.310391865277555,886.215908368024,1,actual_based
14065.523520125416,1728.8955935494982,80.27915715513453,113.86,90.69366561628102,23.899802506910728,864.8358207892168,1,actual_based
13656.224388411938,2640.3067397522555,104.0,113.86,90.16762024087024,24.123146623748863,881.4982256455536,1,actual_based
14344.967022175488,2538.534224403117,96.11452280629584,113.86,85.7775027760969,19.727801449305076,869.6427742152508,1,actual_based
15402.534736289144,1291.1232983012214,82.32838058695567,120.57757108342788,84.71911316180982,23.070564567396985,914.303284777329,0,actual_based
15132.812435165466,1220.752317451017,73.23542312717453,113.86,85.37104399607746,25.344875271276106,905.9415058291984,1,actual_based
16570.43466066214,3203.228984615997,74.27325611368717,113.86,85.60436405318146,20.82653168704476,950.2995031033718,1,actual_based
14235.516170050732,1338.8097931782968,78.44874701662654,113.86,86.89143514953331,23.95183468019356,910.1137349022688,1,actual_based
14288.414442556068,1270.500755073354,101.20232888776866,113.86,89.69283216408022,16.616518338496082,892.443607095147,1,actual_based
15433.344707123511,2868.092618954814,80.45197688120825,169.07965166247425,83.31457941581358,17.295197761893284,955.0434275632534,1,actual_based
14236.155372015884,2332.23906983048,85.44548487422777,137.23076692971205,85.94316915675458,21.20487651647442,913.0950031901486,1,actual_based
16867.365628433003,1947.9371477167983,87.17453468946081,166.79771683220284,90.42187937443325,20.95767002658664,873.8558485225075,1,actual_based
17220.852244845984,2291.651014224572,93.4751831842237,122.72026644882924,89.56199326160262,17.484837526646345,926.176975249626,1,actual_based
14580.780524883752,3347.912540314181,86.80596612793587,113.86,87.60725208169075,18.34715565660372,879.1261283866967,1,actual_based
17849.56023053635,2748.8945966473098,90.9963892025878,113.86,89.21017007006223,17.38659870788745,881.5383022448538,1,actual_based
17344.52492239359,2621.048652462792,91.22791401666603,163.69485421168716,87.90733709328526,17.248520584411892,955.0851816795526,1,actual_based
15835.08130493334,2999.486613334029,94.4148253885736,113.86,88.88988495902852,17.685115032749366,930.1285643319504,1,actual_based
15722.445489804248,1476.4808273523995,65.65540798211694,145.32643281343664,91.86926958512612,21.70985091602415,898.465001876122,1,actual_based
14898.92890089615,2266.036300741316,84.44949010163478,113.86,85.89965238038498,20.50908137705606,932.2416216254117,1,actual_based
17064.928693580467,2959.231501546895,95.41615813390594,118.09406769956996,94.98585702526468,15.401612443212963,923.1287849845436,1,actual_based
16580.753371115967,2603.767701615112,75.07568136641426,113.86,86.1476601626227,22.91270219580293,857.1974209728785,1,actual_based
17814.6343761879,1790.0944025131366,87.31460793804989,134.2194134980194,88.48142862099654,21.653111906727613,881.5692987791545,1,actual_based
17199.306514333603,2145.3654805554206,85.47141093279726,148.00100603577712,89.20357664898067,19.148174567352395,917.490927528149,1,actual_based
15933.04231587737,2239.065661095626,77.15096665446193,129.02718114884524,88.7184323851177,18.318655545531428,885.4495590773098,1,actual_based
16475.722770237968,1513.811430880486,57.843497495234686,113.86,79.94406718371418,22.378480810150563,972.8595873513711,1,actual_based
13347.119213730466,2016.491503413456,80.6576720037803,113.86,81.69766215148995,16.39755495093571,947.2175343809864,1,actual_based
15326.02806141859,2880.496173550266,82.65576086898253,113.86,81.29959569615968,14.482190229416052,982.374947519422,1,actual_based
17635.889097397263,3029.534909816377,63.67259767219004,113.86,88.9420284239317,18.24383052830108,934.6364127568398,1,actual_based
13180.80190262381,2830.112804808846,64.71124849242136,113.86,86.08502975627097,16.41759202915843,977.5934011553106,1,actual_based
17596.959866072088,2386.062683701945,83.95198419559205,113.86,91.46722948962037,20.12426736557003,936.7136744836891,1,actual_based
13867.622574932544,2126.8544111598712,69.02954853092952,113.86,86.79878233984448,19.705323018768464,952.3219234985852,1,actual_based
13874.193136302065,2959.0625420768893,87.65353322937474,113.86,92.39463290757304,18.592736766154225,957.4964928901876,1,actual_based
16097.939774489148,1696.8878197720792,67.22467120174937,113.86,85.8798079424005,9.335186384421826,972.082485461004,1,actual_based
15547.11064074895,1343.2711356991442,95.37898954626576,113.86,85.90734914308037,16.76720653110245,949.3017878311512,1,actual_based
16846.5244682067,2887.313075291225,80.44211401105404,113.86,81.48687443747244,16.478676317602176,995.195232711525,1,actual_based
15271.886672799805,2460.3068246394937,80.85807084626721,113.86,82.01768130087342,15.61067945682126,964.2265250711094,1,actual_based
14273.353110230257,2206.4871853274017,80.98775166562396,113.86,85.62128158669886,18.8546696777166,993.5581613634588,1,actual_based
15561.109604063373,2896.0976680594167,80.46484094474798,113.86,81.42612958213658,20.398497760512445,966.5671349221718,1,actual_based
16301.513598506692,1426.3099943408138,71.03493350251296,113.86,88.47344452607203,20.04079613788644,953.714758559984,1,actual_based
13209.756117158182,2419.6949064730643,104.0,113.86,86.92506231146395,16.49261253926815,995.6156771806584,1,actual_based
17715.37918872354,2609.7610397374087,75.71525203823441,113.86,81.15610697956943,16.215671236333012,921.5567561237176,1,actual_based
